,mql_id,first_contact_date,landing_page_id,origin,seller_id,sdr_id,sr_id,won_date,business_segment,lead_type,lead_behaviour_profile,has_company,has_gtin,average_stock,business_type,declared_product_catalog_size,declared_monthly_revenue,order_id,order_item_id,product_id,shipping_limit_date,price,freight_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
14,a555fb36b9368110ede0f043dfc3b9a0,2018-04-04,2f08471dfb83baef522f952438a36f6e,referral,bbb7d7893a450660432ea6652310ebb7,09285259593c61296eef10c734121d5b,d3d1e91a157ea7f90548eef82f1955e3,2018-05-08 20:17:59,car_accessories,industry,eagle,,,,reseller,,0.0,,,,,,,,,,,,,,,,,,,,,
15,988c9372560f30a5f28f92640bb2b3da,2018-05-23,73f31a40697cc90a86c1273563ac230e,organic_search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,0475d054d40280dfba750663c9ad7a0a,1.0,a86859b91d632c991b914aead6ec8ad4,2018-08-07 17:35:18,49.9,13.69,sinalizacao_e_seguranca,60.0,1170.0,1.0,450.0,16.0,5.0,16.0,signaling_and_security,c09f612be6c63ed70be7561dae7612d3,4.0,,,2018-08-04 00:00:00,2018-08-07 17:36:18
17,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,05104976125ea1e5cc04bc1f506a436a,1.0,63bfa27a0cee21fd896dc27f58b6d656,2018-08-19 22:44:03,198.9,18.32,eletronicos,59.0,600.0,6.0,475.0,20.0,11.0,19.0,electronics,6ac1784af79388dab9316a767f6450b5,1.0,Atenção! ,Coloquei que não foi entregue por que eu que tive q ir buscar. Eles não entregam na minha casa... E outra uma semana de uso o fone já está dando problemas!,2018-08-26 00:00:00,2018-09-01 15:23:03
18,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,05f8021cf7217f1990addecad0e24b7a,1.0,d670c0f6be30a062ebd8f8612ea82d71,2018-08-23 21:04:25,178.9,19.35,telefonia_fixa,39.0,975.0,3.0,450.0,16.0,8.0,16.0,fixed_telephony,c8cb9544919164f774315c60d131d76b,4.0,,,2018-08-29 00:00:00,2018-08-29 16:50:27
19,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,087f003cb486254f7454eead9265e992,1.0,22a8168cf1f1c6347da8d29863b7f75e,2018-07-05 12:20:27,298.5,17.76,consoles_games,53.0,2013.0,4.0,155.0,16.0,7.0,14.0,consoles_games,57b2500ffb8dd7296ea69abe2196b5fa,5.0,Bom produto ,Gostei muito ,2018-07-07 00:00:00,2018-07-08 14:11:33
20,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,0be098c4a208559b0e6c96c3254481a7,1.0,22a8168cf1f1c6347da8d29863b7f75e,2018-07-05 10:30:46,298.5,17.19,consoles_games,53.0,2013.0,4.0,155.0,16.0,7.0,14.0,consoles_games,c2aa1cfe7ec7e57ef01153b86af55823,5.0,,,2018-06-29 00:00:00,2018-07-01 22:20:00
21,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,101625de5f3ea8064a2900b7b9235491,1.0,8ae7db511529da9af9685c9d0375bd82,2018-08-13 16:15:09,154.9,19.23,consoles_games,56.0,1797.0,1.0,1300.0,25.0,30.0,20.0,consoles_games,bfbf86a0b08c57692665b1db237a4d74,3.0,Muito bom,,2018-08-24 00:00:00,2018-08-27 12:09:18
22,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,1314746d24fc84d41f49777b0ad90c69,1.0,8ae7db511529da9af9685c9d0375bd82,2018-08-23 23:55:13,154.9,15.38,consoles_games,56.0,1797.0,1.0,1300.0,25.0,30.0,20.0,consoles_games,ae28a42e63b5e0caaae245b9eae22d64,3.0,,,2018-08-18 00:00:00,2018-08-21 02:56:06
23,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,16fcb558c864b7eb62bfbf4a55be23d2,1.0,96530fd162c17a87b70830cc5fb0f45c,2018-07-05 20:07:45,89.5,27.91,cool_stuff,32.0,431.0,2.0,200.0,24.0,4.0,18.0,cool_stuff,04aa86e5ef8901467892e11be1999394,5.0,Muito boa!,"lannister ESTÁ DE ""PARABÉNS"" POR SEMPRE ENTREGAR AS MERCADORIAS ANTES DOS PRAZOS!",2018-07-11 00:00:00,2018-07-12 12:21:06
24,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,197edbaa61a8a349f382553fd2180ee1,1.0,22a8168cf1f1c6347da8d29863b7f75e,2018-07-11 14:10:56,296.5,9.66,consoles_games,53.0,2013.0,4.0,155.0,16.0,7.0,14.0,consoles_games,c14dacc8a1cd7bbbe585c409d59c058a,4.0,,,2018-07-12 00:00:00,2018-07-12 18:55:14
25,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,1dfbad39bdbdc81e1419b9e1972cff46,1.0,64b4f32393cbf55be791078e7a2adca0,2018-07-27 16:23:56,139.9,19.08,relogios_presentes,56.0,817.0,1.0,50.0,16.0,8.0,16.0,watches_gifts,614969f47c170b70248a4ef2488ddd71,4.0,,,2018-07-25 00:00:00,2018-07-28 14:52:18
26,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,1ff6ec2c3e9d8820643f43696482d2b9,1.0,fb19ac22e32dfecea21afbdde4b97b5f,2018-08-07 10:03:44,229.9,16.71,telefonia,54.0,804.0,2.0,100.0,16.0,13.0,16.0,telephony,07ab9f8d449241b462b14085f5bb1a2e,5.0,,,2018-08-08 00:00:00,2018-08-08 20:17:41
27,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,21094f6fd8017c8b7339040142abea71,1.0,0a5ae82bab180da12f59a70b21605f92,2018-08-07 18:25:09,63.99,16.64,telefonia_fixa,55.0,1278.0,1.0,850.0,16.0,8.0,16.0,fixed_telephony,6445874167be64d4896b08f1da3979c3,4.0,,,2018-08-04 00:00:00,2018-08-05 00:12:27
28,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,227881fdf69e55ab7906b7a818dd5e39,1.0,8ae7db511529da9af9685c9d0375bd82,2018-07-06 19:11:56,154.9,20.27,consoles_games,56.0,1797.0,1.0,1300.0,25.0,30.0,20.0,consoles_games,33c138e6557d66469706a0a05782ae64,5.0,Ótimo loja recomendo ,"Olá, a loja me entregou o fone em um tempo muito rápido dentro de 6 dias, ótimo fone lindo acabamento super satisfeito com a compra e com a loja ",2018-07-04 00:00:00,2018-07-04 22:10:10
29,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,24bf227d444a1df7957f78e6f03bc5b6,1.0,b7f7b781db33f7f78996fea3804d6766,2018-08-02 14:44:05,97.89,16.88,eletronicos,42.0,600.0,4.0,450.0,19.0,23.0,19.0,electronics,9515a554182a678b422fef94963dfcb3,3.0,,,2018-08-10 00:00:00,2018-08-10 21:32:04
30,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,2bb4f4b23284b2f435007ab797c29edc,1.0,ec5a5cf28e0fbef0c5391157203ab8ce,2018-08-15 13:55:22,43.75,15.41,cool_stuff,57.0,1407.0,4.0,188.0,16.0,9.0,14.0,cool_stuff,43ab7facdcfbe5763045a2b1f4d7fb31,5.0,,,2018-08-21 00:00:00,2018-08-22 13:04:00
31,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,2eb8d7103527b48ed39070bd8cb2368e,1.0,268feec11ba1349f37164ab1b833aae8,2018-07-10 13:30:13,30.5,15.31,informatica_acessorios,29.0,1322.0,2.0,100.0,20.0,7.0,17.0,computers_accessories,bf52bf7d943af102277ca0814c718f65,1.0,Produto errado,"Comprei o pendrive com USB 3.0 16Gb, porém veio uma versão 2.0. Tentei realizar a troca do mesmo através do site lannister.com, mas não tive êxito até agora.Pode ser problema da targaryen ou lannister",2018-07-11 00:00:00,2018-07-12 12:31:00
32,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,31b0ad9590cbb7cce97820802ad69c6b,1.0,444ab88b25c5d6d2310be80ab1d60fad,2018-08-27 17:45:26,269.9,16.99,consoles_games,49.0,682.0,2.0,550.0,17.0,8.0,17.0,consoles_games,a06874e2a3066e7b4e3e3f3c3d72165c,5.0,,,2018-08-28 00:00:00,2018-08-30 23:49:48
33,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,31c9a3f10eb368b62e102608adbec724,1.0,64b4f32393cbf55be791078e7a2adca0,2018-07-31 11:41:16,139.9,19.08,relogios_presentes,56.0,817.0,1.0,50.0,16.0,8.0,16.0,watches_gifts,6834e43bf94ec788e0617df3fdf709b5,1.0,Produto não original ,Produto não informado como paralelo/réplica ,2018-07-27 00:00:00,2018-07-28 11:36:58
34,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,351126ee473c51592cb591efea295181,1.0,d950221a89e7555306dc5daef996e134,2018-07-13 08:35:16,91.99,18.99,cool_stuff,60.0,925.0,1.0,375.0,18.0,9.0,15.0,cool_stuff,afd086780c6ac1ebec061d4e16429927,5.0,,,2018-07-06 00:00:00,2018-07-08 21:46:08
35,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,35cd360339571c02b1d4974ac1807d9c,1.0,3b2d562ba6c9d15492a868f38b896e84,2018-08-27 12:44:29,69.9,16.68,telefonia_fixa,60.0,950.0,1.0,900.0,21.0,8.0,22.0,fixed_telephony,6180dbb159f2d47291cfc1bae7589d78,5.0,,,2018-08-28 00:00:00,2018-08-29 12:47:54
36,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,367d9f6d184cf1d060d92bdc71810d2e,1.0,0e632ab9f5b05a2703871a8f27e4e1a7,2018-08-03 11:30:18,496.9,36.86,informatica_acessorios,42.0,521.0,3.0,400.0,16.0,8.0,16.0,computers_accessories,fd1ef57c03967b75ca1c6cca62c776c2,5.0,,,2018-08-07 00:00:00,2018-08-08 17:05:45
37,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,38855925f815a5c3f4ce58f6c6f9113d,1.0,37c8b2425c9c0455491b06ad8671c224,2018-07-09 13:50:38,94.9,18.76,cool_stuff,57.0,1255.0,4.0,198.0,17.0,9.0,15.0,cool_stuff,a8e6fb544a0a86024efaf853b5dd3efc,5.0,,,2018-07-11 00:00:00,2018-07-11 15:57:59
38,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,396e93059094c4e5ebf8af645cb91e03,1.0,63bfa27a0cee21fd896dc27f58b6d656,2018-07-19 11:32:17,187.9,19.42,eletronicos,59.0,600.0,6.0,475.0,20.0,11.0,19.0,electronics,78938773ab350023958b3441115d7b82,5.0,,,2018-07-11 00:00:00,2018-07-12 08:24:56
39,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,3b580f556a4a7d02c2ce65505bb164fb,1.0,9598cf61b14e74eb35b845609cca6712,2018-08-03 16:55:29,1079.9,40.94,telefonia,58.0,2832.0,3.0,400.0,16.0,8.0,16.0,telephony,bcbe1100b1c51448e1f5bc60981afdd4,5.0,,,2018-08-07 00:00:00,2018-08-10 13:02:20
40,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,3d989e705eac70bfb1f4a430924f3402,1.0,22a8168cf1f1c6347da8d29863b7f75e,2018-07-09 05:15:24,298.5,20.19,consoles_games,53.0,2013.0,4.0,155.0,16.0,7.0,14.0,consoles_games,db68bf1403035b05dd19ad5c339dcf38,5.0,,,2018-07-12 00:00:00,2018-07-13 00:42:31
41,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,3e5d9d4bd8c8fb94162c7aa9013240c9,1.0,58ebe34ff100ca78de11d954b6bede1d,2018-08-24 17:25:15,269.9,11.02,telefonia,60.0,3053.0,4.0,750.0,16.0,8.0,16.0,telephony,6db5280f4bb38b2f1dae18cffcc3963d,5.0,,,2018-08-17 00:00:00,2018-08-18 01:57:01
42,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,40bf12930df251761b91291590dbe45b,1.0,26baeb9025380946e10f3f86d808e24d,2018-07-23 18:10:20,84.9,15.69,cool_stuff,30.0,262.0,1.0,287.0,25.0,10.0,21.0,cool_stuff,49596d77a5e4ce4ea5fa07e2fd70f584,5.0,,,2018-07-24 00:00:00,2018-07-25 00:23:13
43,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,40bf40ed29a5bbdb73aaeb5eb134168f,1.0,64b4f32393cbf55be791078e7a2adca0,2018-07-27 11:25:10,139.9,22.91,relogios_presentes,56.0,817.0,1.0,50.0,16.0,8.0,16.0,watches_gifts,7293a136991305b11688f7508ad192d9,1.0,Troca do produto,Solicito a troca do produto pois ele veio amassado e não encaixa no relógio,2018-07-25 00:00:00,2018-07-30 12:54:59
44,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,4199a7bc1c9f1b2df2a5fd055fce1e5d,1.0,0ddb2f7b7b817ea4239bfab24f67f742,2018-08-13 16:45:42,229.0,21.87,eletronicos,46.0,1745.0,1.0,700.0,20.0,6.0,16.0,electronics,3057e04567f955200d14e5c496eddb87,5.0,Super recomendado,,2018-08-09 00:00:00,2018-08-10 16:14:05
45,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,4293c08add04a8db68205c16fcb0554f,1.0,58ebe34ff100ca78de11d954b6bede1d,2018-08-09 09:55:14,269.9,83.27,telefonia,60.0,3053.0,4.0,750.0,16.0,8.0,16.0,telephony,4a8bd2f4ee2460ce40302bca021a4786,5.0,,,2018-08-07 00:00:00,2018-08-10 22:52:12
46,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,45e64bfe511bd5e24d56e200e29631b7,1.0,22a8168cf1f1c6347da8d29863b7f75e,2018-07-26 06:41:02,293.9,15.4,consoles_games,53.0,2013.0,4.0,155.0,16.0,7.0,14.0,consoles_games,f1106bd5ea258811d6cb37b9bb22d4b2,5.0,,,2018-07-28 00:00:00,2018-08-09 12:37:29
47,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,469dba1d869ad7ac257e09c9f8947b4e,1.0,0d2f3592e105a90c5a25c71efe56ff39,2018-07-17 17:45:16,49.9,14.65,sinalizacao_e_seguranca,51.0,1213.0,1.0,400.0,16.0,4.0,16.0,signaling_and_security,db4ae7ffb55271fd9be6f0d364d3d959,5.0,,,2018-07-21 00:00:00,2018-07-23 20:28:31
48,327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,469dba1d869ad7ac257e09c9f8947b4e,2.0,0d2f3592e105a90c5a25c71efe56ff39,2018-07-17 17:45:16,49.9,14.65,sinalizacao_e_seguranca,51.0,1213.0,1.0,400.0,16.0,4.0,16.0,signaling_and_security,db4ae7ffb55271fd9be6f0d364d3d959,5.0,,,2018-07-21 00:00:00,2018-07-23 20:28:31
